0
8,0	1018
1,5	1018
6,4	1018
8,2	1018
6,5	1018
3,5	1018
7,3	1018
8,4	1018
4,5	1018
7,4	1018
5,5	1018
7,5	1018
8,6	1018
6,5	1018
8,7	1018
7,5	1018
8,4	1018
8,8	1018
8,0	1016
1,3	1020
6,4	1016
8,2	1016
2,3	1020
6,5	1016
3,3	1020
7,3	1016
8,4	1016
4,3	1020
7,4	1016
5,3	1020
7,5	1016
8,6	1016
8,7	1016
7,3	1016
8,4	1016
8,8	1016
8,0	952
0,1	958
6,0	958
1,1	958
6,1	958
8,2	952
8,4	952
4,1	958
8,6	952
6,1	958
8,0	952
8,7	952
8,8	952
8,2	952
0,2	1020
6,0	956
1,2	1020
6,1	956
7,3	1016
7,4	1016
7,5	1016
5,2	1020
7,6	1020
8,0	952
7,7	1020
7,8	1020
8,2	952
8,2	952
0,1	926
6,0	924
1,1	926
6,1	924
7,3	984
7,4	984
4,1	926
7,5	984
7,6	988
6,1	924
8,0	920
7,7	988
7,8	988
8,2	920
0,0	766
6,0	668
1,0	766
6,1	668
7,3	728
3,0	766
7,4	728
4,0	766
7,5	728
5,0	766
7,6	732
6,0	668
8,0	664
7,7	732
7,8	732
8,0	664
8,2	664
6,0	668
0,8	958
6,1	668
2,8	958
3,8	958
7,6	668
6,4	952
4,8	958
7,7	668
6,5	952
5,8	958
7,8	668
8,6	952
7,8	668
8,7	952
8,8	952
8,8	952
6,0	668
6,1	668
2,7	1020
7,6	668
6,4	952
4,7	1020
7,7	668
6,5	952
7,8	668
8,6	952
7,7	668
8,7	952
8,7	952
8,8	952
6,0	660
0,6	1014
6,1	660
3,6	1014
7,6	660
6,4	944
7,7	660
6,5	944
7,8	660
8,6	944
7,6	660
8,7	944
8,6	944
8,8	944
6,0	660
6,1	660
1,3	988
6,4	912
2,3	988
6,5	912
3,3	988
7,3	728
6,4	912
4,3	988
7,4	728
6,5	912
5,3	988
7,5	728
7,3	728
8,4	920
6,0	656
0,2	1016
6,0	656
6,1	656
1,2	1016
6,1	656
6,4	912
6,5	912
5,2	1016
8,0	664
8,2	664
8,2	664
5,0	766
3,6	758
5,2	760
2,7	764
3,8	702
5,3	732
4,7	764
4,7	764
5,5	762
4,8	702
7,7	660
5,8	702
8,7	688
5,8	702
5,0	762
0,6	1010
3,6	754
5,2	760
3,8	698
5,3	728
3,6	754
4,7	760
5,5	762
4,8	698
7,6	656
5,8	698
8,6	944
5,8	698
5,0	746
0,4	1006
3,3	972
1,4	1006
5,2	744
2,4	1006
3,5	1002
5,3	712
4,3	972
4,4	1006
4,4	1006
5,5	746
4,5	1002
6,4	896
5,3	712
7,4	712
5,8	682
8,4	904
5,5	746
5,0	744
0,1	924
3,0	764
1,1	924
5,2	744
5,3	712
4,0	764
4,1	924
4,1	924
5,5	744
6,1	656
5,0	744
5,8	680
5,2	744
4,0	636
0,6	882
3,6	626
4,1	796
3,8	570
4,3	844
3,6	626
4,4	878
4,7	632
4,5	874
4,8	570
4,7	632
7,6	528
4,8	570
8,6	816
5,8	552
4,0	620
0,2	1000
3,0	748
4,1	780
1,2	1000
4,3	844
4,0	620
4,4	878
4,1	780
4,5	874
5,2	744
5,0	744
4,7	616
4,8	554
8,2	648
5,2	744
3,0	716
3,6	594
2,7	732
3,8	538
3,3	972
4,7	584
4,7	584
3,5	970
4,8	522
3,6	594
7,7	660
3,8	538
8,7	656
5,8	520
3,0	716
0,4	1004
3,3	972
1,4	1004
2,4	1004
3,5	968
3,3	972
4,3	844
4,4	876
4,4	876
3,5	968
4,5	872
3,6	592
6,4	896
5,3	712
7,4	712
3,8	536
8,4	904
5,5	744
3,0	716
0,2	744
3,0	716
1,2	744
3,3	716
4,0	620
4,1	524
3,5	712
5,2	744
3,6	592
5,0	744
3,8	536
8,2	648
5,2	744
3,0	588
0,1	796
3,0	588
1,1	796
3,3	588
4,0	620
4,1	524
4,1	524
3,5	584
3,6	592
6,1	528
5,0	616
3,8	536
5,2	616
0,6	866
0,6	866
0,8	942
2,3	972
3,6	576
2,4	1004
2,7	716
7,6	512
2,7	716
2,8	942
8,6	800
2,8	942
0,6	354
7,3	216
3,6	64
7,4	200
7,7	148
7,5	216
7,8	148
8,6	288
7,7	148
8,7	144
7,8	148
8,6	288
8,8	432
3,0	524
0,6	290
3,8	536
3,3	524
4,7	520
3,5	520
4,8	522
3,8	536
8,6	288
5,8	520
1,5	1016
0,4	1004
2,3	972
3,5	520
1,3	988
2,4	1004
4,5	872
1,4	1004
5,5	744
1,5	1016
6,5	912
2,3	972
2,7	716
7,5	216
2,4	1004
2,8	940
0,2	736
0,0	758
1,2	736
0,1	788
0,2	736
2,3	964
1,0	758
2,4	996
1,1	788
5,2	608
1,2	736
2,7	708
2,8	932
8,2	640
0,1	532
0,0	758
1,1	532
0,1	532
0,2	736
2,3	708
1,0	758
2,4	740
4,1	524
1,1	532
1,2	736
6,1	528
2,7	708
2,8	676
0,0	726
0,0	726
1,0	726
0,1	532
0,2	704
2,3	708
3,0	524
1,0	726
2,4	708
4,0	588
1,1	532
5,0	584
1,2	704
6,0	656
2,7	708
2,8	644
8,0	664
1,0	214
0,8	430
0,6	290
1,1	20
1,2	192
2,8	132
0,8	430
1,3	476
3,8	24
1,4	492
4,8	10
1,5	504
5,8	8
7,8	148
2,7	196
8,8	432
2,8	132
5,0	576
0,8	422
5,2	608
2,8	132
3,8	16
5,3	704
4,8	2
4,7	512
5,5	736
7,8	148
8,8	432
4,0	76
4,1	12
2,7	196
4,3	332
4,4	364
4,5	360
7,7	148
8,7	144
4,0	76
0,8	420
4,1	12
2,8	132
4,3	332
4,4	364
4,5	360
7,8	148
8,8	432
3,0	524
0,8	420
2,8	132
3,3	524
3,5	520
7,8	132
8,8	416
1,0	210
0,6	290
1,1	16
1,2	192
2,7	192
0,8	416
1,3	472
1,4	488
1,5	504
7,7	144
2,7	192
8,7	144
2,8	128
0,8	288
0,6	290
0,8	288
2,3	580
2,4	580
2,7	64
7,8	4
8,8	288
0,8	288
7,3	216
7,4	200
7,7	144
7,5	216
8,6	288
7,7	144
8,7	144
8,8	288
8,8	288
0,6	290
0,8	288
2,3	516
2,4	516
7,7	144
8,7	144
1,0	194
0,1	516
0,0	710
0,1	516
1,2	192
0,2	704
1,3	456
1,0	194
1,4	488
4,1	12
1,5	488
1,2	192
6,1	512
6,0	144
0,1	4
6,0	144
6,4	384
4,1	12
6,5	400
8,0	152
8,2	128
8,0	24
0,2	576
6,0	16
1,2	64
8,4	776
5,2	608
8,6	288
8,0	24
8,7	16
8,8	288
8,0	8
8,4	776
7,7	128
8,6	288
8,6	288
8,8	288
8,8	288
7,3	88
7,4	72
7,5	88
8,6	288
8,8	288
0,0	710
1,0	194
3,0	516
8,4	768
4,0	68
5,0	576
8,6	288
8,8	288
1,0	130
0,2	512
0,0	646
1,3	392
1,0	130
1,4	424
1,5	424
5,2	544
0,0	134
0,0	134
1,0	130
0,4	492
5,2	32
0,6	290
0,8	288
5,0	576
3,0	516
5,3	704
